id,name,score1,score2
7501,Student_7501,71,79
7502,Student_7502,99,100
7503,Student_7503,88,95
7504,Student_7504,53,56
7505,Student_7505,70,69
7506,Student_7506,83,54
7507,Student_7507,58,92
7508,Student_7508,70,93
7509,Student_7509,83,95
7510,Student_7510,58,50
7511,Student_7511,82,97
7512,Student_7512,86,100
7513,Student_7513,90,95
7514,Student_7514,60,52
7515,Student_7515,70,100
7516,Student_7516,91,86
7517,Student_7517,52,71
7518,Student_7518,84,95
7519,Student_7519,81,95
7520,Student_7520,67,77
7521,Student_7521,58,88
7522,Student_7522,85,83
7523,Student_7523,89,53
7524,Student_7524,54,79
7525,Student_7525,98,71
7526,Student_7526,96,82
7527,Student_7527,72,90
7528,Student_7528,63,70
7529,Student_7529,71,52
7530,Student_7530,63,62
7531,Student_7531,55,96
7532,Student_7532,73,94
7533,Student_7533,50,82
7534,Student_7534,70,87
7535,Student_7535,67,79
7536,Student_7536,99,60
7537,Student_7537,63,65
7538,Student_7538,67,96
7539,Student_7539,60,94
7540,Student_7540,50,98
7541,Student_7541,67,80
7542,Student_7542,53,57
7543,Student_7543,72,96
7544,Student_7544,66,83
7545,Student_7545,94,82
7546,Student_7546,75,71
7547,Student_7547,95,54
7548,Student_7548,66,75
7549,Student_7549,55,99
7550,Student_7550,52,91
7551,Student_7551,66,89
7552,Student_7552,63,97
7553,Student_7553,84,93
7554,Student_7554,81,66
7555,Student_7555,89,82
7556,Student_7556,62,60
7557,Student_7557,63,89
7558,Student_7558,53,51
7559,Student_7559,57,69
7560,Student_7560,79,52
7561,Student_7561,69,80
7562,Student_7562,94,85
7563,Student_7563,80,95
7564,Student_7564,81,98
7565,Student_7565,69,73
7566,Student_7566,68,90
7567,Student_7567,88,55
7568,Student_7568,97,65
7569,Student_7569,87,67
7570,Student_7570,77,89
7571,Student_7571,82,75
7572,Student_7572,74,56
7573,Student_7573,56,62
7574,Student_7574,88,70
7575,Student_7575,52,85
7576,Student_7576,56,60
7577,Student_7577,66,60
7578,Student_7578,73,89
7579,Student_7579,68,73
7580,Student_7580,100,75
7581,Student_7581,99,76
7582,Student_7582,80,79
7583,Student_7583,70,60
7584,Student_7584,78,60
7585,Student_7585,97,73
7586,Student_7586,81,67
7587,Student_7587,90,98
7588,Student_7588,64,91
7589,Student_7589,89,84
7590,Student_7590,72,67
7591,Student_7591,50,54
7592,Student_7592,63,77
7593,Student_7593,96,83
7594,Student_7594,83,81
7595,Student_7595,59,54
7596,Student_7596,67,67
7597,Student_7597,80,71
7598,Student_7598,85,80
7599,Student_7599,66,97
7600,Student_7600,57,61
7601,Student_7601,98,73
7602,Student_7602,87,100
7603,Student_7603,94,77
7604,Student_7604,92,83
7605,Student_7605,53,68
7606,Student_7606,81,73
7607,Student_7607,52,96
7608,Student_7608,78,71
7609,Student_7609,64,88
7610,Student_7610,68,66
7611,Student_7611,66,54
7612,Student_7612,51,78
7613,Student_7613,94,80
7614,Student_7614,98,59
7615,Student_7615,75,71
7616,Student_7616,71,53
7617,Student_7617,69,52
7618,Student_7618,91,90
7619,Student_7619,77,90
7620,Student_7620,85,95
7621,Student_7621,65,61
7622,Student_7622,89,74
7623,Student_7623,65,57
7624,Student_7624,94,59
7625,Student_7625,69,51
7626,Student_7626,53,51
7627,Student_7627,100,87
7628,Student_7628,73,74
7629,Student_7629,99,97
7630,Student_7630,57,71
7631,Student_7631,84,56
7632,Student_7632,93,53
7633,Student_7633,90,72
7634,Student_7634,65,65
7635,Student_7635,99,74
7636,Student_7636,88,99
7637,Student_7637,65,87
7638,Student_7638,89,91
7639,Student_7639,92,53
7640,Student_7640,91,84
7641,Student_7641,94,82
7642,Student_7642,73,62
7643,Student_7643,53,61
7644,Student_7644,79,90
7645,Student_7645,68,90
7646,Student_7646,64,62
7647,Student_7647,51,58
7648,Student_7648,100,54
7649,Student_7649,51,73
7650,Student_7650,63,56
7651,Student_7651,86,83
7652,Student_7652,50,100
7653,Student_7653,51,76
7654,Student_7654,50,77
7655,Student_7655,54,97
7656,Student_7656,92,60
7657,Student_7657,86,64
7658,Student_7658,84,87
7659,Student_7659,94,79
7660,Student_7660,75,97
7661,Student_7661,71,52
7662,Student_7662,57,59
7663,Student_7663,63,94
7664,Student_7664,56,59
7665,Student_7665,50,89
7666,Student_7666,69,68
7667,Student_7667,67,54
7668,Student_7668,100,89
7669,Student_7669,71,91
7670,Student_7670,68,55
7671,Student_7671,80,88
7672,Student_7672,97,80
7673,Student_7673,90,72
7674,Student_7674,71,95
7675,Student_7675,82,66
7676,Student_7676,50,97
7677,Student_7677,80,54
7678,Student_7678,88,58
7679,Student_7679,70,94
7680,Student_7680,84,60
7681,Student_7681,91,100
7682,Student_7682,99,59
7683,Student_7683,86,52
7684,Student_7684,55,90
7685,Student_7685,94,62
7686,Student_7686,65,65
7687,Student_7687,62,68
7688,Student_7688,70,63
7689,Student_7689,74,65
7690,Student_7690,93,97
7691,Student_7691,69,97
7692,Student_7692,73,78
7693,Student_7693,93,59
7694,Student_7694,93,56
7695,Student_7695,61,89
7696,Student_7696,75,65
7697,Student_7697,84,96
7698,Student_7698,93,75
7699,Student_7699,98,65
7700,Student_7700,50,65
7701,Student_7701,82,83
7702,Student_7702,87,93
7703,Student_7703,82,77
7704,Student_7704,88,64
7705,Student_7705,69,58
7706,Student_7706,68,96
7707,Student_7707,87,56
7708,Student_7708,83,86
7709,Student_7709,52,63
7710,Student_7710,86,78
7711,Student_7711,59,63
7712,Student_7712,75,57
7713,Student_7713,97,63
7714,Student_7714,57,61
7715,Student_7715,54,81
7716,Student_7716,97,65
7717,Student_7717,58,89
7718,Student_7718,83,94
7719,Student_7719,63,67
7720,Student_7720,74,75
7721,Student_7721,79,60
7722,Student_7722,99,72
7723,Student_7723,50,89
7724,Student_7724,98,100
7725,Student_7725,57,55
7726,Student_7726,97,97
7727,Student_7727,61,83
7728,Student_7728,66,97
7729,Student_7729,55,89
7730,Student_7730,69,78
7731,Student_7731,55,82
7732,Student_7732,100,78
7733,Student_7733,79,54
7734,Student_7734,72,94
7735,Student_7735,100,71
7736,Student_7736,91,95
7737,Student_7737,90,54
7738,Student_7738,52,63
7739,Student_7739,96,90
7740,Student_7740,95,60
7741,Student_7741,54,92
7742,Student_7742,83,76
7743,Student_7743,77,67
7744,Student_7744,96,66
7745,Student_7745,84,95
7746,Student_7746,68,77
7747,Student_7747,57,56
7748,Student_7748,99,81
7749,Student_7749,78,79
7750,Student_7750,65,99
7751,Student_7751,89,60
7752,Student_7752,74,81
7753,Student_7753,65,92
7754,Student_7754,82,69
7755,Student_7755,76,100
7756,Student_7756,76,68
7757,Student_7757,81,52
7758,Student_7758,82,82
7759,Student_7759,94,62
7760,Student_7760,76,74
7761,Student_7761,91,99
7762,Student_7762,88,74
7763,Student_7763,91,69
7764,Student_7764,60,93
7765,Student_7765,56,94
7766,Student_7766,86,85
7767,Student_7767,67,52
7768,Student_7768,74,69
7769,Student_7769,75,84
7770,Student_7770,99,77
7771,Student_7771,58,56
7772,Student_7772,85,63
7773,Student_7773,72,78
7774,Student_7774,79,50
7775,Student_7775,87,59
7776,Student_7776,80,61
7777,Student_7777,50,94
7778,Student_7778,67,72
7779,Student_7779,59,65
7780,Student_7780,87,73
7781,Student_7781,92,83
7782,Student_7782,69,59
7783,Student_7783,79,95
7784,Student_7784,62,82
7785,Student_7785,69,80
7786,Student_7786,69,62
7787,Student_7787,73,97
7788,Student_7788,51,82
7789,Student_7789,68,93
7790,Student_7790,86,67
7791,Student_7791,64,60
7792,Student_7792,73,80
7793,Student_7793,81,57
7794,Student_7794,58,62
7795,Student_7795,59,75
7796,Student_7796,64,62
7797,Student_7797,87,52
7798,Student_7798,51,85
7799,Student_7799,95,74
7800,Student_7800,53,60
7801,Student_7801,94,72
7802,Student_7802,97,99
7803,Student_7803,84,95
7804,Student_7804,67,91
7805,Student_7805,92,87
7806,Student_7806,73,70
7807,Student_7807,51,58
7808,Student_7808,79,58
7809,Student_7809,62,83
7810,Student_7810,77,78
7811,Student_7811,68,91
7812,Student_7812,90,96
7813,Student_7813,99,84
7814,Student_7814,64,82
7815,Student_7815,94,81
7816,Student_7816,80,91
7817,Student_7817,77,69
7818,Student_7818,80,66
7819,Student_7819,68,61
7820,Student_7820,82,87
7821,Student_7821,54,83
7822,Student_7822,57,97
7823,Student_7823,83,79
7824,Student_7824,84,72
7825,Student_7825,66,98
7826,Student_7826,72,77
7827,Student_7827,90,93
7828,Student_7828,83,51
7829,Student_7829,100,78
7830,Student_7830,86,75
7831,Student_7831,100,79
7832,Student_7832,51,69
7833,Student_7833,86,94
7834,Student_7834,95,73
7835,Student_7835,85,92
7836,Student_7836,68,97
7837,Student_7837,57,70
7838,Student_7838,93,64
7839,Student_7839,93,73
7840,Student_7840,84,72
7841,Student_7841,76,96
7842,Student_7842,89,57
7843,Student_7843,57,53
7844,Student_7844,77,56
7845,Student_7845,75,93
7846,Student_7846,84,77
7847,Student_7847,53,96
7848,Student_7848,50,69
7849,Student_7849,70,78
7850,Student_7850,50,61
7851,Student_7851,86,72
7852,Student_7852,56,96
7853,Student_7853,50,73
7854,Student_7854,71,53
7855,Student_7855,62,67
7856,Student_7856,94,52
7857,Student_7857,97,76
7858,Student_7858,58,72
7859,Student_7859,54,90
7860,Student_7860,74,93
7861,Student_7861,66,90
7862,Student_7862,95,68
7863,Student_7863,80,74
7864,Student_7864,98,92
7865,Student_7865,64,84
7866,Student_7866,97,96
7867,Student_7867,54,74
7868,Student_7868,82,67
7869,Student_7869,95,90
7870,Student_7870,95,54
7871,Student_7871,100,88
7872,Student_7872,74,90
7873,Student_7873,50,99
7874,Student_7874,77,53
7875,Student_7875,84,76
7876,Student_7876,65,94
7877,Student_7877,57,65
7878,Student_7878,52,100
7879,Student_7879,74,75
7880,Student_7880,77,65
7881,Student_7881,68,97
7882,Student_7882,97,71
7883,Student_7883,80,56
7884,Student_7884,100,51
7885,Student_7885,59,56
7886,Student_7886,95,54
7887,Student_7887,96,51
7888,Student_7888,58,69
7889,Student_7889,61,68
7890,Student_7890,76,64
7891,Student_7891,79,75
7892,Student_7892,67,73
7893,Student_7893,51,62
7894,Student_7894,90,83
7895,Student_7895,87,74
7896,Student_7896,73,92
7897,Student_7897,67,95
7898,Student_7898,59,80
7899,Student_7899,83,58
7900,Student_7900,96,76
7901,Student_7901,90,93
7902,Student_7902,53,65
7903,Student_7903,87,84
7904,Student_7904,54,69
7905,Student_7905,58,56
7906,Student_7906,100,96
7907,Student_7907,56,54
7908,Student_7908,93,69
7909,Student_7909,77,54
7910,Student_7910,92,66
7911,Student_7911,92,62
7912,Student_7912,79,97
7913,Student_7913,88,62
7914,Student_7914,60,56
7915,Student_7915,65,62
7916,Student_7916,79,67
7917,Student_7917,88,64
7918,Student_7918,66,54
7919,Student_7919,82,68
7920,Student_7920,51,54
7921,Student_7921,85,94
7922,Student_7922,88,87
7923,Student_7923,75,65
7924,Student_7924,91,52
7925,Student_7925,88,83
7926,Student_7926,64,56
7927,Student_7927,64,69
7928,Student_7928,94,93
7929,Student_7929,50,56
7930,Student_7930,64,55
7931,Student_7931,58,86
7932,Student_7932,53,71
7933,Student_7933,53,90
7934,Student_7934,72,81
7935,Student_7935,68,50
7936,Student_7936,81,99
7937,Student_7937,93,98
7938,Student_7938,79,66
7939,Student_7939,91,86
7940,Student_7940,84,82
7941,Student_7941,66,99
7942,Student_7942,58,80
7943,Student_7943,71,50
7944,Student_7944,76,61
7945,Student_7945,79,74
7946,Student_7946,84,77
7947,Student_7947,64,57
7948,Student_7948,80,84
7949,Student_7949,53,65
7950,Student_7950,81,71
7951,Student_7951,93,52
7952,Student_7952,74,74
7953,Student_7953,98,54
7954,Student_7954,90,84
7955,Student_7955,95,96
7956,Student_7956,85,81
7957,Student_7957,90,52
7958,Student_7958,60,81
7959,Student_7959,84,83
7960,Student_7960,90,76
7961,Student_7961,58,64
7962,Student_7962,90,53
7963,Student_7963,61,51
7964,Student_7964,50,98
7965,Student_7965,66,59
7966,Student_7966,54,75
7967,Student_7967,67,95
7968,Student_7968,92,60
7969,Student_7969,52,61
7970,Student_7970,77,93
7971,Student_7971,88,90
7972,Student_7972,51,89
7973,Student_7973,84,69
7974,Student_7974,93,82
7975,Student_7975,60,92
7976,Student_7976,89,59
7977,Student_7977,52,92
7978,Student_7978,54,87
7979,Student_7979,87,81
7980,Student_7980,99,74
7981,Student_7981,64,74
7982,Student_7982,57,77
7983,Student_7983,75,73
7984,Student_7984,57,95
7985,Student_7985,78,94
7986,Student_7986,99,63
7987,Student_7987,84,62
7988,Student_7988,55,73
7989,Student_7989,58,64
7990,Student_7990,90,94
7991,Student_7991,78,66
7992,Student_7992,91,79
7993,Student_7993,66,95
7994,Student_7994,66,75
7995,Student_7995,89,84
7996,Student_7996,69,50
7997,Student_7997,58,91
7998,Student_7998,63,89
7999,Student_7999,88,96
8000,Student_8000,85,69
8001,Student_8001,98,85
8002,Student_8002,79,70
8003,Student_8003,63,56
8004,Student_8004,96,89
8005,Student_8005,94,96
8006,Student_8006,78,81
8007,Student_8007,74,79
8008,Student_8008,61,73
8009,Student_8009,70,84
8010,Student_8010,73,89
8011,Student_8011,64,63
8012,Student_8012,80,80
8013,Student_8013,52,55
8014,Student_8014,55,80
8015,Student_8015,74,58
8016,Student_8016,84,62
8017,Student_8017,56,91
8018,Student_8018,73,79
8019,Student_8019,99,81
8020,Student_8020,76,52
8021,Student_8021,81,54
8022,Student_8022,78,67
8023,Student_8023,89,100
8024,Student_8024,91,54
8025,Student_8025,59,71
8026,Student_8026,83,66
8027,Student_8027,99,58
8028,Student_8028,51,66
8029,Student_8029,61,55
8030,Student_8030,90,99
8031,Student_8031,57,64
8032,Student_8032,89,56
8033,Student_8033,55,59
8034,Student_8034,66,78
8035,Student_8035,64,63
8036,Student_8036,77,87
8037,Student_8037,64,76
8038,Student_8038,79,77
8039,Student_8039,97,100
8040,Student_8040,72,75
8041,Student_8041,73,70
8042,Student_8042,56,79
8043,Student_8043,56,88
8044,Student_8044,84,78
8045,Student_8045,83,93
8046,Student_8046,96,53
8047,Student_8047,83,67
8048,Student_8048,90,76
8049,Student_8049,94,97
8050,Student_8050,99,89
8051,Student_8051,80,73
8052,Student_8052,98,54
8053,Student_8053,74,83
8054,Student_8054,100,50
8055,Student_8055,72,55
8056,Student_8056,87,66
8057,Student_8057,71,70
8058,Student_8058,82,79
8059,Student_8059,77,54
8060,Student_8060,52,51
8061,Student_8061,59,52
8062,Student_8062,89,83
8063,Student_8063,52,82
8064,Student_8064,70,95
8065,Student_8065,51,70
8066,Student_8066,76,80
8067,Student_8067,76,85
8068,Student_8068,67,96
8069,Student_8069,91,83
8070,Student_8070,66,65
8071,Student_8071,89,88
8072,Student_8072,82,83
8073,Student_8073,78,51
8074,Student_8074,58,54
8075,Student_8075,100,68
8076,Student_8076,99,61
8077,Student_8077,79,54
8078,Student_8078,91,77
8079,Student_8079,64,67
8080,Student_8080,52,75
8081,Student_8081,87,71
8082,Student_8082,89,52
8083,Student_8083,92,100
8084,Student_8084,79,74
8085,Student_8085,74,65
8086,Student_8086,68,79
8087,Student_8087,92,55
8088,Student_8088,67,88
8089,Student_8089,65,61
8090,Student_8090,95,88
8091,Student_8091,55,59
8092,Student_8092,83,78
8093,Student_8093,58,56
8094,Student_8094,86,76
8095,Student_8095,95,83
8096,Student_8096,87,100
8097,Student_8097,87,79
8098,Student_8098,79,96
8099,Student_8099,73,52
8100,Student_8100,92,90
8101,Student_8101,98,86
8102,Student_8102,84,82
8103,Student_8103,63,53
8104,Student_8104,76,72
8105,Student_8105,51,81
8106,Student_8106,59,94
8107,Student_8107,63,78
8108,Student_8108,99,74
8109,Student_8109,96,60
8110,Student_8110,88,84
8111,Student_8111,88,80
8112,Student_8112,91,92
8113,Student_8113,99,67
8114,Student_8114,79,58
8115,Student_8115,61,68
8116,Student_8116,77,50
8117,Student_8117,94,100
8118,Student_8118,83,85
8119,Student_8119,69,79
8120,Student_8120,77,78
8121,Student_8121,84,66
8122,Student_8122,60,59
8123,Student_8123,66,86
8124,Student_8124,58,82
8125,Student_8125,97,96
8126,Student_8126,85,100
8127,Student_8127,62,66
8128,Student_8128,75,89
8129,Student_8129,86,91
8130,Student_8130,94,97
8131,Student_8131,52,85
8132,Student_8132,51,69
8133,Student_8133,63,70
8134,Student_8134,62,98
8135,Student_8135,54,100
8136,Student_8136,92,58
8137,Student_8137,62,73
8138,Student_8138,95,98
8139,Student_8139,82,91
8140,Student_8140,50,70
8141,Student_8141,100,66
8142,Student_8142,50,57
8143,Student_8143,51,76
8144,Student_8144,71,92
8145,Student_8145,56,90
8146,Student_8146,73,92
8147,Student_8147,73,78
8148,Student_8148,56,65
8149,Student_8149,59,88
8150,Student_8150,78,84
8151,Student_8151,78,61
8152,Student_8152,97,74
8153,Student_8153,59,92
8154,Student_8154,86,53
8155,Student_8155,74,55
8156,Student_8156,70,75
8157,Student_8157,68,97
8158,Student_8158,62,85
8159,Student_8159,72,76
8160,Student_8160,100,58
8161,Student_8161,58,88
8162,Student_8162,74,53
8163,Student_8163,58,70
8164,Student_8164,85,81
8165,Student_8165,87,64
8166,Student_8166,60,91
8167,Student_8167,53,50
8168,Student_8168,65,71
8169,Student_8169,59,54
8170,Student_8170,74,96
8171,Student_8171,70,72
8172,Student_8172,98,92
8173,Student_8173,85,95
8174,Student_8174,56,59
8175,Student_8175,65,68
8176,Student_8176,68,87
8177,Student_8177,62,83
8178,Student_8178,76,84
8179,Student_8179,80,78
8180,Student_8180,87,79
8181,Student_8181,71,82
8182,Student_8182,80,70
8183,Student_8183,55,72
8184,Student_8184,66,72
8185,Student_8185,55,55
8186,Student_8186,59,53
8187,Student_8187,88,52
8188,Student_8188,50,83
8189,Student_8189,94,67
8190,Student_8190,87,60
8191,Student_8191,50,98
8192,Student_8192,56,54
8193,Student_8193,68,68
8194,Student_8194,95,63
8195,Student_8195,64,97
8196,Student_8196,65,54
8197,Student_8197,94,77
8198,Student_8198,80,87
8199,Student_8199,91,59
8200,Student_8200,64,50
8201,Student_8201,74,65
8202,Student_8202,98,91
8203,Student_8203,55,56
8204,Student_8204,88,99
8205,Student_8205,76,74
8206,Student_8206,55,64
8207,Student_8207,100,52
8208,Student_8208,81,81
8209,Student_8209,99,66
8210,Student_8210,52,82
8211,Student_8211,67,67
8212,Student_8212,90,52
8213,Student_8213,59,94
8214,Student_8214,64,96
8215,Student_8215,62,74
8216,Student_8216,71,57
8217,Student_8217,72,90
8218,Student_8218,82,76
8219,Student_8219,61,100
8220,Student_8220,61,95
8221,Student_8221,91,91
8222,Student_8222,87,71
8223,Student_8223,98,78
8224,Student_8224,66,78
8225,Student_8225,59,95
8226,Student_8226,60,65
8227,Student_8227,98,87
8228,Student_8228,88,63
8229,Student_8229,93,100
8230,Student_8230,94,74
8231,Student_8231,73,72
8232,Student_8232,79,54
8233,Student_8233,93,74
8234,Student_8234,58,65
8235,Student_8235,52,76
8236,Student_8236,92,77
8237,Student_8237,54,74
8238,Student_8238,52,84
8239,Student_8239,87,79
8240,Student_8240,52,75
8241,Student_8241,81,74
8242,Student_8242,63,68
8243,Student_8243,98,67
8244,Student_8244,70,71
8245,Student_8245,98,72
8246,Student_8246,68,89
8247,Student_8247,77,57
8248,Student_8248,92,56
8249,Student_8249,68,75
8250,Student_8250,89,53
8251,Student_8251,62,70
8252,Student_8252,62,57
8253,Student_8253,75,60
8254,Student_8254,65,75
8255,Student_8255,85,94
8256,Student_8256,94,61
8257,Student_8257,75,88
8258,Student_8258,70,76
8259,Student_8259,94,67
8260,Student_8260,61,89
8261,Student_8261,87,78
8262,Student_8262,58,60
8263,Student_8263,89,96
8264,Student_8264,73,95
8265,Student_8265,91,84
8266,Student_8266,74,51
8267,Student_8267,95,64
8268,Student_8268,75,51
8269,Student_8269,59,94
8270,Student_8270,60,76
8271,Student_8271,69,79
8272,Student_8272,65,95
8273,Student_8273,67,85
8274,Student_8274,78,93
8275,Student_8275,50,100
8276,Student_8276,91,59
8277,Student_8277,57,91
8278,Student_8278,68,63
8279,Student_8279,78,98
8280,Student_8280,88,97
8281,Student_8281,84,72
8282,Student_8282,83,97
8283,Student_8283,85,56
8284,Student_8284,89,56
8285,Student_8285,91,87
8286,Student_8286,72,52
8287,Student_8287,94,89
8288,Student_8288,72,63
8289,Student_8289,59,54
8290,Student_8290,74,78
8291,Student_8291,77,100
8292,Student_8292,94,70
8293,Student_8293,67,86
8294,Student_8294,70,93
8295,Student_8295,57,51
8296,Student_8296,81,60
8297,Student_8297,64,65
8298,Student_8298,86,52
8299,Student_8299,55,67
8300,Student_8300,92,64
8301,Student_8301,56,96
8302,Student_8302,98,67
8303,Student_8303,90,66
8304,Student_8304,98,63
8305,Student_8305,55,86
8306,Student_8306,97,71
8307,Student_8307,81,57
8308,Student_8308,83,90
8309,Student_8309,65,66
8310,Student_8310,89,99
8311,Student_8311,53,64
8312,Student_8312,53,79
8313,Student_8313,66,82
8314,Student_8314,72,74
8315,Student_8315,78,84
8316,Student_8316,70,96
8317,Student_8317,72,77
8318,Student_8318,56,93
8319,Student_8319,84,57
8320,Student_8320,98,58
8321,Student_8321,83,63
8322,Student_8322,89,97
8323,Student_8323,78,60
8324,Student_8324,71,83
8325,Student_8325,55,97
8326,Student_8326,77,94
8327,Student_8327,52,76
8328,Student_8328,55,50
8329,Student_8329,62,84
8330,Student_8330,62,60
8331,Student_8331,72,79
8332,Student_8332,61,96
8333,Student_8333,89,63
8334,Student_8334,52,82
8335,Student_8335,71,79
8336,Student_8336,74,76
8337,Student_8337,69,55
8338,Student_8338,77,53
8339,Student_8339,56,62
8340,Student_8340,63,87
8341,Student_8341,90,97
8342,Student_8342,76,55
8343,Student_8343,84,58
8344,Student_8344,64,63
8345,Student_8345,75,92
8346,Student_8346,64,56
8347,Student_8347,59,88
8348,Student_8348,70,78
8349,Student_8349,92,93
8350,Student_8350,84,93
8351,Student_8351,95,54
8352,Student_8352,97,67
8353,Student_8353,85,82
8354,Student_8354,81,86
8355,Student_8355,84,87
8356,Student_8356,65,73
8357,Student_8357,58,69
8358,Student_8358,100,64
8359,Student_8359,52,88
8360,Student_8360,50,71
8361,Student_8361,54,66
8362,Student_8362,73,79
8363,Student_8363,60,86
8364,Student_8364,50,82
8365,Student_8365,50,55
8366,Student_8366,53,56
8367,Student_8367,77,58
8368,Student_8368,55,75
8369,Student_8369,82,53
8370,Student_8370,80,82
8371,Student_8371,93,61
8372,Student_8372,52,56
8373,Student_8373,87,77
8374,Student_8374,55,63
8375,Student_8375,91,93
8376,Student_8376,85,83
8377,Student_8377,50,86
8378,Student_8378,69,60
8379,Student_8379,91,96
8380,Student_8380,60,85
8381,Student_8381,95,91
8382,Student_8382,55,50
8383,Student_8383,79,91
8384,Student_8384,76,87
8385,Student_8385,50,79
8386,Student_8386,62,90
8387,Student_8387,100,55
8388,Student_8388,85,72
8389,Student_8389,65,80
8390,Student_8390,77,86
8391,Student_8391,93,85
8392,Student_8392,87,52
8393,Student_8393,79,100
8394,Student_8394,92,59
8395,Student_8395,79,93
8396,Student_8396,96,60
8397,Student_8397,75,65
8398,Student_8398,78,86
8399,Student_8399,66,90
8400,Student_8400,89,87
8401,Student_8401,74,84
8402,Student_8402,93,54
8403,Student_8403,99,91
8404,Student_8404,51,63
8405,Student_8405,90,100
8406,Student_8406,56,85
8407,Student_8407,87,82
8408,Student_8408,77,77
8409,Student_8409,61,100
8410,Student_8410,54,82
8411,Student_8411,59,68
8412,Student_8412,64,84
8413,Student_8413,84,64
8414,Student_8414,52,62
8415,Student_8415,64,83
8416,Student_8416,87,73
8417,Student_8417,59,89
8418,Student_8418,54,66
8419,Student_8419,71,66
8420,Student_8420,84,70
8421,Student_8421,69,97
8422,Student_8422,62,90
8423,Student_8423,70,70
8424,Student_8424,62,58
8425,Student_8425,68,94
8426,Student_8426,82,57
8427,Student_8427,56,100
8428,Student_8428,84,56
8429,Student_8429,96,58
8430,Student_8430,82,58
8431,Student_8431,84,61
8432,Student_8432,88,88
8433,Student_8433,61,77
8434,Student_8434,95,65
8435,Student_8435,51,86
8436,Student_8436,83,98
8437,Student_8437,61,77
8438,Student_8438,64,89
8439,Student_8439,64,73
8440,Student_8440,80,94
8441,Student_8441,65,51
8442,Student_8442,68,68
8443,Student_8443,83,53
8444,Student_8444,83,60
8445,Student_8445,97,78
8446,Student_8446,80,58
8447,Student_8447,70,64
8448,Student_8448,62,63
8449,Student_8449,56,86
8450,Student_8450,92,80
8451,Student_8451,85,93
8452,Student_8452,74,61
8453,Student_8453,77,57
8454,Student_8454,76,93
8455,Student_8455,54,85
8456,Student_8456,78,78
8457,Student_8457,70,71
8458,Student_8458,68,93
8459,Student_8459,64,74
8460,Student_8460,86,83
8461,Student_8461,81,90
8462,Student_8462,70,79
8463,Student_8463,91,55
8464,Student_8464,100,94
8465,Student_8465,54,78
8466,Student_8466,92,60
8467,Student_8467,93,86
8468,Student_8468,71,74
8469,Student_8469,62,83
8470,Student_8470,100,74
8471,Student_8471,68,78
8472,Student_8472,99,74
8473,Student_8473,100,86
8474,Student_8474,92,86
8475,Student_8475,64,58
8476,Student_8476,75,52
8477,Student_8477,65,66
8478,Student_8478,98,80
8479,Student_8479,85,97
8480,Student_8480,83,64
8481,Student_8481,70,99
8482,Student_8482,100,62
8483,Student_8483,52,85
8484,Student_8484,94,82
8485,Student_8485,90,78
8486,Student_8486,52,78
8487,Student_8487,85,53
8488,Student_8488,56,50
8489,Student_8489,87,69
8490,Student_8490,95,85
8491,Student_8491,54,100
8492,Student_8492,61,97
8493,Student_8493,56,72
8494,Student_8494,58,85
8495,Student_8495,84,99
8496,Student_8496,70,54
8497,Student_8497,98,74
8498,Student_8498,86,81
8499,Student_8499,98,98
8500,Student_8500,99,53
8501,Student_8501,80,81
8502,Student_8502,65,92
8503,Student_8503,92,91
8504,Student_8504,58,90
8505,Student_8505,77,61
8506,Student_8506,80,59
8507,Student_8507,51,97
8508,Student_8508,62,57
8509,Student_8509,73,76
8510,Student_8510,98,91
8511,Student_8511,88,52
8512,Student_8512,57,82
8513,Student_8513,62,71
8514,Student_8514,57,51
8515,Student_8515,88,58
8516,Student_8516,99,68
8517,Student_8517,88,77
8518,Student_8518,91,55
8519,Student_8519,70,91
8520,Student_8520,93,63
8521,Student_8521,96,83
8522,Student_8522,50,81
8523,Student_8523,86,51
8524,Student_8524,50,91
8525,Student_8525,76,79
8526,Student_8526,100,75
8527,Student_8527,50,99
8528,Student_8528,88,51
8529,Student_8529,64,53
8530,Student_8530,75,68
8531,Student_8531,70,86
8532,Student_8532,75,53
8533,Student_8533,70,79
8534,Student_8534,69,54
8535,Student_8535,55,96
8536,Student_8536,93,100
8537,Student_8537,85,99
8538,Student_8538,53,70
8539,Student_8539,62,69
8540,Student_8540,82,89
8541,Student_8541,92,63
8542,Student_8542,66,74
8543,Student_8543,72,64
8544,Student_8544,65,100
8545,Student_8545,92,97
8546,Student_8546,61,95
8547,Student_8547,87,84
8548,Student_8548,86,78
8549,Student_8549,55,51
8550,Student_8550,89,65
8551,Student_8551,86,55
8552,Student_8552,54,55
8553,Student_8553,95,70
8554,Student_8554,50,67
8555,Student_8555,56,95
8556,Student_8556,98,66
8557,Student_8557,80,60
8558,Student_8558,97,99
8559,Student_8559,52,89
8560,Student_8560,57,60
8561,Student_8561,90,77
8562,Student_8562,63,61
8563,Student_8563,99,70
8564,Student_8564,69,64
8565,Student_8565,92,66
8566,Student_8566,72,67
8567,Student_8567,57,89
8568,Student_8568,56,62
8569,Student_8569,91,81
8570,Student_8570,97,89
8571,Student_8571,89,81
8572,Student_8572,80,98
8573,Student_8573,78,59
8574,Student_8574,83,67
8575,Student_8575,73,76
8576,Student_8576,90,69
